ID_agricola;producto;municipio;ano;ha_sembradas;ha_cosechadas;produccion_por_toneladas;rendimiento_x_hectarea;precio_por_kilogramo;precio_por_tonelada;produccion_en_pesos;produccion_en_miles;produccion_en_millones;latitud;longitud;descripcion;drive_id;imagen_html
4656;Tomate;El Charco;2019;6;6;6;1;1257;1257000;7542000;7542;8;2.4753;-78.1105;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4658;Tomate;El Charco;2020;1;1;1;1;1313;1313000;1313000;1313;1;2.4753;-78.1105;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4657;Tomate;El Charco;2021;1;1;1;1;1873;1873000;1873000;1873;2;2.4753;-78.1105;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4654;Tomate;El Charco;2022;1;1;10;11;2542;2542000;25165800;25166;25;2.4753;-78.1105;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4655;Tomate;El Charco;2023;1;1;10;11;2373;2373000;23255400;23255;23;2.4753;-78.1105;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5132;Yuca;El Charco;2019;60;60;190;3;950;950000;180500000;180500;181;2.4753;-78.1105;La yuca es un tubérculo tropical. Tiene una cáscara marrón rugosa que cubre una pulpa blanca y firme. Es rica en carbohidratos, especialmente en almidón, y contiene fibra, vitaminas y minerales.;1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr;"<img src='https://drive.google.com/thumbnail?id=1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5133;Yuca;El Charco;2020;15;15;45;3;817;817000;36765000;36765;37;2.4753;-78.1105;La yuca es un tubérculo tropical. Tiene una cáscara marrón rugosa que cubre una pulpa blanca y firme. Es rica en carbohidratos, especialmente en almidón, y contiene fibra, vitaminas y minerales.;1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr;"<img src='https://drive.google.com/thumbnail?id=1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5131;Yuca;El Charco;2021;15;15;150;10;1835;1835000;275250000;275250;275;2.4753;-78.1105;La yuca es un tubérculo tropical. Tiene una cáscara marrón rugosa que cubre una pulpa blanca y firme. Es rica en carbohidratos, especialmente en almidón, y contiene fibra, vitaminas y minerales.;1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr;"<img src='https://drive.google.com/thumbnail?id=1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5130;Yuca;El Charco;2022;13;13;221;9;1834;1834000;405314000;405314;405;2.4753;-78.1105;La yuca es un tubérculo tropical. Tiene una cáscara marrón rugosa que cubre una pulpa blanca y firme. Es rica en carbohidratos, especialmente en almidón, y contiene fibra, vitaminas y minerales.;1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr;"<img src='https://drive.google.com/thumbnail?id=1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5134;Yuca;El Charco;2023;20;15;225;8;1093;1093000;245925000;245925;246;2.4753;-78.1105;La yuca es un tubérculo tropical. Tiene una cáscara marrón rugosa que cubre una pulpa blanca y firme. Es rica en carbohidratos, especialmente en almidón, y contiene fibra, vitaminas y minerales.;1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr;"<img src='https://drive.google.com/thumbnail?id=1pJZNyVAWQbHf4UiZBK-e-3PQSNaalofr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5372;Zapote;El Charco;2019;100;0;0;0;2330;2330000;0;0;0;2.4753;-78.1105;El zapote en general tiene una pulpa suave, dulce y cremosa, rica en nutrientes como la vitamina A, vitamina C, fibra y antioxidantes. Su color y sabor pueden variar dependiendo de la variedad.;1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr;"<img src='https://drive.google.com/thumbnail?id=1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5371;Zapote;El Charco;2020;103;100;300;3;2811;2811000;843300000;843300;843;2.4753;-78.1105;El zapote en general tiene una pulpa suave, dulce y cremosa, rica en nutrientes como la vitamina A, vitamina C, fibra y antioxidantes. Su color y sabor pueden variar dependiendo de la variedad.;1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr;"<img src='https://drive.google.com/thumbnail?id=1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5370;Zapote;El Charco;2021;103;103;309;3;3447;3447000;1065123000;1065123;1065;2.4753;-78.1105;El zapote en general tiene una pulpa suave, dulce y cremosa, rica en nutrientes como la vitamina A, vitamina C, fibra y antioxidantes. Su color y sabor pueden variar dependiendo de la variedad.;1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr;"<img src='https://drive.google.com/thumbnail?id=1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5369;Zapote;El Charco;2022;105;103;618;6;4867;4867000;3007806000;3007806;3008;2.4753;-78.1105;El zapote en general tiene una pulpa suave, dulce y cremosa, rica en nutrientes como la vitamina A, vitamina C, fibra y antioxidantes. Su color y sabor pueden variar dependiendo de la variedad.;1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr;"<img src='https://drive.google.com/thumbnail?id=1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
5373;Zapote;El Charco;2023;103;101;707;7;6287;6287000;4444909000;4444909;4445;2.4753;-78.1105;El zapote en general tiene una pulpa suave, dulce y cremosa, rica en nutrientes como la vitamina A, vitamina C, fibra y antioxidantes. Su color y sabor pueden variar dependiendo de la variedad.;1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr;"<img src='https://drive.google.com/thumbnail?id=1EDrRZXryeRyQ8N1DvlWBtQveQgg_oGMr' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3724;Ñame;El Charco;2019;10;10;10;1;1456;1456000;14560000;14560;15;2.4753;-78.1105;El ñame tiene una piel rugosa y marrón que cubre una pulpa blanca, amarilla o púrpura. Es rico en carbohidratos complejos, fibra, vitamina C y B6 y minerales como el potasio.;1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi;"<img src='https://drive.google.com/thumbnail?id=1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3722;Ñame;El Charco;2020;3;3;60;20;1011;1011000;60660000;60660;61;2.4753;-78.1105;El ñame tiene una piel rugosa y marrón que cubre una pulpa blanca, amarilla o púrpura. Es rico en carbohidratos complejos, fibra, vitamina C y B6 y minerales como el potasio.;1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi;"<img src='https://drive.google.com/thumbnail?id=1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3723;Ñame;El Charco;2021;3;3;30;10;1913;1913000;57390000;57390;57;2.4753;-78.1105;El ñame tiene una piel rugosa y marrón que cubre una pulpa blanca, amarilla o púrpura. Es rico en carbohidratos complejos, fibra, vitamina C y B6 y minerales como el potasio.;1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi;"<img src='https://drive.google.com/thumbnail?id=1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3720;Ñame;El Charco;2022;3;3;60;10;3247;3247000;194820000;194820;195;2.4753;-78.1105;El ñame tiene una piel rugosa y marrón que cubre una pulpa blanca, amarilla o púrpura. Es rico en carbohidratos complejos, fibra, vitamina C y B6 y minerales como el potasio.;1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi;"<img src='https://drive.google.com/thumbnail?id=1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3721;Ñame;El Charco;2023;4;4;63;9;1834;1834000;115542000;115542;116;2.4753;-78.1105;El ñame tiene una piel rugosa y marrón que cubre una pulpa blanca, amarilla o púrpura. Es rico en carbohidratos complejos, fibra, vitamina C y B6 y minerales como el potasio.;1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi;"<img src='https://drive.google.com/thumbnail?id=1MOLDGjwDYnnYFBupP-qkiviqSh9QkjHi' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
970;Cacao;El Peñol;2019;30;28;11;0;5308;5308000;59980400;59980;60;1.4433;-77.4744;El cacao es un fruto originario de América tropical, conocido como la base del chocolate. Sus semillas, o granos de cacao, son ricas en antioxidantes, magnesio y flavonoides. ;1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR;"<img src='https://drive.google.com/thumbnail?id=1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
971;Cacao;El Peñol;2020;22;22;10;0;5881;5881000;58810000;58810;59;1.4433;-77.4744;El cacao es un fruto originario de América tropical, conocido como la base del chocolate. Sus semillas, o granos de cacao, son ricas en antioxidantes, magnesio y flavonoides. ;1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR;"<img src='https://drive.google.com/thumbnail?id=1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
972;Cacao;El Peñol;2021;22;22;10;0;5773;5773000;56633130;56633;57;1.4433;-77.4744;El cacao es un fruto originario de América tropical, conocido como la base del chocolate. Sus semillas, o granos de cacao, son ricas en antioxidantes, magnesio y flavonoides. ;1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR;"<img src='https://drive.google.com/thumbnail?id=1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
969;Cacao;El Peñol;2022;22;22;11;1;6962;6962000;75885800;75886;76;1.4433;-77.4744;El cacao es un fruto originario de América tropical, conocido como la base del chocolate. Sus semillas, o granos de cacao, son ricas en antioxidantes, magnesio y flavonoides. ;1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR;"<img src='https://drive.google.com/thumbnail?id=1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
968;Cacao;El Peñol;2023;16;16;8;1;9464;9464000;74765600;74766;75;1.4433;-77.4744;El cacao es un fruto originario de América tropical, conocido como la base del chocolate. Sus semillas, o granos de cacao, son ricas en antioxidantes, magnesio y flavonoides. ;1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR;"<img src='https://drive.google.com/thumbnail?id=1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1107;Café;El Peñol;2019;633;529;682;1;6151;6151000;4194982000;4194982;4195;1.4433;-77.4744;El café es una planta originaria de África tropical, cuyas semillas se utilizan para producir la popular bebida estimulante. Rico en antioxidantes como los polifenoles y cafeína.;1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv;"<img src='https://drive.google.com/thumbnail?id=1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1106;Café;El Peñol;2020;622;533;635;1;6799;6799000;4317365000;4317365;4317;1.4433;-77.4744;El café es una planta originaria de África tropical, cuyas semillas se utilizan para producir la popular bebida estimulante. Rico en antioxidantes como los polifenoles y cafeína.;1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv;"<img src='https://drive.google.com/thumbnail?id=1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1104;Café;El Peñol;2021;608;503;579;1;12341;12341000;7143902546;7143903;7144;1.4433;-77.4744;El café es una planta originaria de África tropical, cuyas semillas se utilizan para producir la popular bebida estimulante. Rico en antioxidantes como los polifenoles y cafeína.;1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv;"<img src='https://drive.google.com/thumbnail?id=1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1105;Café;El Peñol;2022;594;474;459;1;13679;13679000;6280028900;6280029;6280;1.4433;-77.4744;El café es una planta originaria de África tropical, cuyas semillas se utilizan para producir la popular bebida estimulante. Rico en antioxidantes como los polifenoles y cafeína.;1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv;"<img src='https://drive.google.com/thumbnail?id=1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1108;Café;El Peñol;2023;589;487;519;1;9975;9975000;5177124750;5177125;5177;1.4433;-77.4744;El café es una planta originaria de África tropical, cuyas semillas se utilizan para producir la popular bebida estimulante. Rico en antioxidantes como los polifenoles y cafeína.;1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv;"<img src='https://drive.google.com/thumbnail?id=1QcUtCQQPDOScoqu-4HxmAC29UkCuRJVv' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1337;Caña Panelera;El Peñol;2019;248;238;16660;70;2461;2461000;41000260000;41000260;41000;1.4433;-77.4744;La caña panelera  es una variedad de caña de azúcar cultivada para la producción de panela, un endulzante natural. Su jugo se extrae y se cocina para obtener bloques sólidos de panela.;1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z;"<img src='https://drive.google.com/thumbnail?id=1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1336;Caña Panelera;El Peñol;2020;261;256;17920;70;2692;2692000;48240640000;48240640;48241;1.4433;-77.4744;La caña panelera  es una variedad de caña de azúcar cultivada para la producción de panela, un endulzante natural. Su jugo se extrae y se cocina para obtener bloques sólidos de panela.;1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z;"<img src='https://drive.google.com/thumbnail?id=1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1335;Caña Panelera;El Peñol;2021;266;261;16965;65;3112;3112000;52795080000;52795080;52795;1.4433;-77.4744;La caña panelera  es una variedad de caña de azúcar cultivada para la producción de panela, un endulzante natural. Su jugo se extrae y se cocina para obtener bloques sólidos de panela.;1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z;"<img src='https://drive.google.com/thumbnail?id=1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1334;Caña Panelera;El Peñol;2022;266;266;15960;60;4212;4212000;67223520000;67223520;67224;1.4433;-77.4744;La caña panelera  es una variedad de caña de azúcar cultivada para la producción de panela, un endulzante natural. Su jugo se extrae y se cocina para obtener bloques sólidos de panela.;1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z;"<img src='https://drive.google.com/thumbnail?id=1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
1338;Caña Panelera;El Peñol;2023;251;251;15060;60;5066;5066000;76293960000;76293960;76294;1.4433;-77.4744;La caña panelera  es una variedad de caña de azúcar cultivada para la producción de panela, un endulzante natural. Su jugo se extrae y se cocina para obtener bloques sólidos de panela.;1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z;"<img src='https://drive.google.com/thumbnail?id=1aGHrxQWg2FC1luPYhQDWiV8OyW3KkH8z' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2158;Frijol;El Peñol;2019;210;210;379;2;1858;1858000;703847560;703848;704;1.4433;-77.4744;El frijol es una legumbre versátil y nutritiva. Sus semillas pueden ser de diferentes tamaños y colores. Son ricas en proteínas, fibra, hierro y otros minerales esenciales.;1op0-lW0VYYctGmE0OgNyGj8PYlaziija;"<img src='https://drive.google.com/thumbnail?id=1op0-lW0VYYctGmE0OgNyGj8PYlaziija' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2157;Frijol;El Peñol;2020;225;224;404;2;1838;1838000;742074120;742074;742;1.4433;-77.4744;El frijol es una legumbre versátil y nutritiva. Sus semillas pueden ser de diferentes tamaños y colores. Son ricas en proteínas, fibra, hierro y otros minerales esenciales.;1op0-lW0VYYctGmE0OgNyGj8PYlaziija;"<img src='https://drive.google.com/thumbnail?id=1op0-lW0VYYctGmE0OgNyGj8PYlaziija' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2156;Frijol;El Peñol;2021;150;150;270;2;2856;2856000;770091840;770092;770;1.4433;-77.4744;El frijol es una legumbre versátil y nutritiva. Sus semillas pueden ser de diferentes tamaños y colores. Son ricas en proteínas, fibra, hierro y otros minerales esenciales.;1op0-lW0VYYctGmE0OgNyGj8PYlaziija;"<img src='https://drive.google.com/thumbnail?id=1op0-lW0VYYctGmE0OgNyGj8PYlaziija' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2155;Frijol;El Peñol;2022;160;154;251;2;4050;4050000;1018051049;1018051;1018;1.4433;-77.4744;El frijol es una legumbre versátil y nutritiva. Sus semillas pueden ser de diferentes tamaños y colores. Son ricas en proteínas, fibra, hierro y otros minerales esenciales.;1op0-lW0VYYctGmE0OgNyGj8PYlaziija;"<img src='https://drive.google.com/thumbnail?id=1op0-lW0VYYctGmE0OgNyGj8PYlaziija' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2159;Frijol;El Peñol;2023;142;155;228;1;3717;3717000;847476000;847476;847;1.4433;-77.4744;El frijol es una legumbre versátil y nutritiva. Sus semillas pueden ser de diferentes tamaños y colores. Son ricas en proteínas, fibra, hierro y otros minerales esenciales.;1op0-lW0VYYctGmE0OgNyGj8PYlaziija;"<img src='https://drive.google.com/thumbnail?id=1op0-lW0VYYctGmE0OgNyGj8PYlaziija' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2519;Guayaba;El Peñol;2019;99;87;870;10;1933;1933000;1681710000;1681710;1682;1.4433;-77.4744;La guayaba es una fruta tropical de forma redonda o ovalada, con una piel puede variar entre verde, amarilla o rosada. Su pulpa, que puede ser blanca o rosada. Es rica en vitamina C, antioxidantes y fibra.;1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG;"<img src='https://drive.google.com/thumbnail?id=1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2520;Guayaba;El Peñol;2020;131;111;1110;10;1233;1233000;1368630000;1368630;1369;1.4433;-77.4744;La guayaba es una fruta tropical de forma redonda o ovalada, con una piel puede variar entre verde, amarilla o rosada. Su pulpa, que puede ser blanca o rosada. Es rica en vitamina C, antioxidantes y fibra.;1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG;"<img src='https://drive.google.com/thumbnail?id=1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2517;Guayaba;El Peñol;2021;134;129;1288;10;1435;1435000;1848280000;1848280;1848;1.4433;-77.4744;La guayaba es una fruta tropical de forma redonda o ovalada, con una piel puede variar entre verde, amarilla o rosada. Su pulpa, que puede ser blanca o rosada. Es rica en vitamina C, antioxidantes y fibra.;1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG;"<img src='https://drive.google.com/thumbnail?id=1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2518;Guayaba;El Peñol;2022;134;134;1070;8;1725;1725000;1846440000;1846440;1846;1.4433;-77.4744;La guayaba es una fruta tropical de forma redonda o ovalada, con una piel puede variar entre verde, amarilla o rosada. Su pulpa, que puede ser blanca o rosada. Es rica en vitamina C, antioxidantes y fibra.;1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG;"<img src='https://drive.google.com/thumbnail?id=1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2521;Guayaba;El Peñol;2023;134;134;1338;10;1528;1528000;2044464000;2044464;2044;1.4433;-77.4744;La guayaba es una fruta tropical de forma redonda o ovalada, con una piel puede variar entre verde, amarilla o rosada. Su pulpa, que puede ser blanca o rosada. Es rica en vitamina C, antioxidantes y fibra.;1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG;"<img src='https://drive.google.com/thumbnail?id=1_lS-HAYCSTHmZ1ZgC90PpPgFU8Lty0DG' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2641;Habichuela;El Peñol;2019;110;110;1098;10;2287;2287000;2511126000;2511126;2511;1.4433;-77.4744;La habichuela es una legumbre que se consume en su estado inmaduro, incluyendo sus vainas tiernas y crujientes. Es rica en fibra, vitaminas A, C y K, y minerales.;1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI;"<img src='https://drive.google.com/thumbnail?id=1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2640;Habichuela;El Peñol;2020;100;100;998;10;3269;3269000;3262462000;3262462;3262;1.4433;-77.4744;La habichuela es una legumbre que se consume en su estado inmaduro, incluyendo sus vainas tiernas y crujientes. Es rica en fibra, vitaminas A, C y K, y minerales.;1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI;"<img src='https://drive.google.com/thumbnail?id=1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2639;Habichuela;El Peñol;2021;80;80;798;10;4525;4525000;3610950000;3610950;3611;1.4433;-77.4744;La habichuela es una legumbre que se consume en su estado inmaduro, incluyendo sus vainas tiernas y crujientes. Es rica en fibra, vitaminas A, C y K, y minerales.;1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI;"<img src='https://drive.google.com/thumbnail?id=1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2642;Habichuela;El Peñol;2022;75;76;529;7;2857;2857000;1510210200;1510210;1510;1.4433;-77.4744;La habichuela es una legumbre que se consume en su estado inmaduro, incluyendo sus vainas tiernas y crujientes. Es rica en fibra, vitaminas A, C y K, y minerales.;1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI;"<img src='https://drive.google.com/thumbnail?id=1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2643;Habichuela;El Peñol;2023;63;63;469;8;1719;1719000;806211000;806211;806;1.4433;-77.4744;La habichuela es una legumbre que se consume en su estado inmaduro, incluyendo sus vainas tiernas y crujientes. Es rica en fibra, vitaminas A, C y K, y minerales.;1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI;"<img src='https://drive.google.com/thumbnail?id=1WsVCpHxxqLoGH7XxtKPkasYvDIKIwomI' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2754;Limón;El Peñol;2019;49;49;588;12;1392;1392000;818496000;818496;818;1.4433;-77.4744;El limón es un cítrico de forma ovalada, con cáscara amarilla o verde y una pulpa jugosa de sabor ácido. Es rico en vitamina C, antioxidantes y minerales como el potasio. ;10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L;"<img src='https://drive.google.com/thumbnail?id=10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2758;Limón;El Peñol;2020;20;20;200;10;868;868000;173600000;173600;174;1.4433;-77.4744;El limón es un cítrico de forma ovalada, con cáscara amarilla o verde y una pulpa jugosa de sabor ácido. Es rico en vitamina C, antioxidantes y minerales como el potasio. ;10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L;"<img src='https://drive.google.com/thumbnail?id=10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2755;Limón;El Peñol;2021;20;20;200;10;1751;1751000;350200000;350200;350;1.4433;-77.4744;El limón es un cítrico de forma ovalada, con cáscara amarilla o verde y una pulpa jugosa de sabor ácido. Es rico en vitamina C, antioxidantes y minerales como el potasio. ;10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L;"<img src='https://drive.google.com/thumbnail?id=10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2756;Limón;El Peñol;2022;20;20;180;9;1716;1716000;308880000;308880;309;1.4433;-77.4744;El limón es un cítrico de forma ovalada, con cáscara amarilla o verde y una pulpa jugosa de sabor ácido. Es rico en vitamina C, antioxidantes y minerales como el potasio. ;10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L;"<img src='https://drive.google.com/thumbnail?id=10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2757;Limón;El Peñol;2023;22;20;180;9;1244;1244000;223920000;223920;224;1.4433;-77.4744;El limón es un cítrico de forma ovalada, con cáscara amarilla o verde y una pulpa jugosa de sabor ácido. Es rico en vitamina C, antioxidantes y minerales como el potasio. ;10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L;"<img src='https://drive.google.com/thumbnail?id=10z36fhi_PEqg4YKV2HTMRsIQSYEKq22L' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3373;Maní;El Peñol;2019;150;150;300;2;5371;5371000;1610225800;1610226;1610;1.4433;-77.4744;El maní es una leguminosa. Sus semillas, protegidas por una cáscara dura, son ricas en proteínas, grasas saludables, fibra, vitaminas del grupo B, vitamina E y minerales como el magnesio y el fósforo. ;14LfOIWJcbQUAp5-mbX2ZNLikYKacVOUx;"<img src='https://drive.google.com/thumbnail?id=14LfOIWJcbQUAp5-mbX2ZNLikYKacVOUx' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
